0	407306
0	400448
1	405446
1	403956
2	410809
3	406561
4	413537
4	414857
4	409822
4	415197
5	404082
5	407128
5	416346
6	406815
6	408712
7	410695
7	399708
7	412749
8	405412
8	400930
8	406449
8	406052
8	407541
9	411027
9	406967
9	410050
10	403691
10	401049
10	400048
11	407827
11	407971
12	408581
12	416336
12	409650
12	410141
13	413667
14	408625
14	401067
14	416026
15	406784
15	406973
15	406566
15	401073
16	415107
16	405553
16	404658
16	403607
17	401897
17	402786
17	404690
17	411724
18	408937
18	405118
18	407449
18	409314
18	412333
19	412446
19	400457
19	412516
20	400578
20	412294
20	403368
20	409262
21	410730
22	413908
23	404480
23	411502
24	405120
24	409967
24	399788
24	410426
24	400838
25	404603
25	411348
26	404345
26	405536
27	414950
27	399702
27	402679
27	407498
27	405711
28	408845
29	405974
30	407527
30	409422
30	402750
30	412510
30	400021
31	413479
31	411850
31	399602
32	407557
32	414919
33	407336
33	406726
33	405090
33	404615
33	404808
33	400320
33	404247
33	403767
34	403333
34	403126
35	413879
35	414995
35	400031
35	410381
36	409035
36	409797
36	413731
36	414983
36	407895
36	410962
36	415267
36	416377
36	411772
36	412992
37	407273
37	412959
37	401880
38	403594
39	409490
39	404106
39	411639
39	414585
40	409490
40	404106
40	411639
40	414585
41	414110
41	405917
41	413744
41	414176
41	413583
42	400955
43	409886
43	410402
44	400794
44	410071
44	402432
45	413190
45	414940
45	406233
45	401502
46	409106
46	413214
46	403648
46	404122
46	414414
46	401152
47	403734
48	414130
48	408592
48	406852
48	410969
48	413954
49	414130
49	408592
49	406852
49	410969
49	412160
50	413651
51	405595
51	412844
52	405905
52	401119
53	411712
53	408842
53	400567
53	416089
54	399427
54	413458
54	410934
54	414441
54	415115
54	407973
54	405378
54	407825
55	401113
55	414497
55	399955
56	404201
57	411162
57	404841
57	405729
58	401886
59	402117
59	414506
59	405659
59	407036
60	409691
60	411503
60	407033
61	409691
61	411503
61	407033
62	413081
62	409151
62	404819
63	415739
63	411512
63	411194
64	401830
64	400961
65	404332
65	415066
66	406806
66	411857
66	410618
66	406804
66	402310
66	416099
66	401481
67	400282
68	409316
68	401653
68	412703
69	409316
69	401653
69	412703
70	409316
70	414130
70	406852
71	409316
71	414130
71	406852
72	415856
73	406086
74	406086
75	406086
76	406086
77	406086
78	414555
78	406252
78	412894
78	401818
78	404531
78	404749
78	399654
78	414682
79	405021
80	410244
80	411140
80	411243
80	407021
81	410244
81	411140
81	411118
81	414980
82	410213
82	401879
82	405767
82	403782
82	401765
83	406021
83	407458
83	403935
83	415834
84	409718
84	415050
84	401500
84	415120
84	407650
85	403477
85	416354
85	411239
85	401556
85	407106
86	405700
87	402364
88	410594
88	414005
88	411968
88	405149
88	401666
89	412802
89	399441
90	405943
91	400290
92	414728
92	405085
92	413392
92	402243
92	401731
92	411673
92	412090
92	416375
93	410800
94	403809
94	407238
95	405162
96	408620
97	406716
97	415408
98	414159
98	402384
98	401736
98	412105
98	402695
99	403118
99	403224
99	410824
100	413404
100	403585
100	405431
101	404663
101	408614
101	411980
101	412439
101	415553
102	413639
102	416103
103	412696
104	413865
104	405597
105	413028
106	406223
107	403420
108	408186
109	408540
109	401941
109	409006
109	401161
109	399757
110	399745
110	400453
110	401322
110	400807
111	409446
111	402746
111	406339
111	407520
112	414153
112	412884
112	412067
113	410899
113	399677
113	399780
113	407367
114	403876
115	404462
116	415445
116	403982
116	405373
117	403992
117	405195
117	406490
117	414902
118	409986
118	403630
118	404009
119	415359
120	405548
120	411985
120	413133
120	405639
121	414895
121	399705
121	407034
121	409917
121	399643
121	407942
121	400089
121	411999
122	404345
122	408340
123	412013
123	410508
124	408969
125	400613
125	411188
126	404771
127	407763
127	405771
128	407176
129	406700
130	406700
131	407944
131	412905
131	406328
131	411267
132	415374
132	403436
133	400639
133	414749
133	416388
134	408130
135	404023
135	404590
136	411701
137	403155
138	406904
138	410776
139	410776
139	406904
140	406904
140	410776
141	405439
142	401976
142	402791
143	413453
144	400574
144	401112
144	410131
144	407364
145	410385
145	406731
145	405556
146	408726
146	400810
147	408408
147	399790
148	405498
148	411559
148	402392
148	401361
149	416130
149	409318
149	407564
149	415177
150	411894
150	400907
150	407405
150	408324
151	407218
152	415733
152	405455
152	405279
152	407665
153	400436
153	410438
153	401939
153	400651
154	399938
154	408713
154	408175
154	402473
155	403871
155	408114
155	402728
156	408153
156	415221
156	401191
156	415851
157	415953
158	402907
158	415859
158	413040
158	408282
158	407435
159	406426
159	402174
160	410523
160	415790
160	400422
160	401515
160	411988
161	410984
161	412828
161	407792
161	413078
161	408564
162	408837
163	415082
163	402836
164	414112
165	413421
166	402278
167	401945
167	404676
168	411408
168	413871
168	402041
168	407123
168	403241
169	403733
170	410249
170	407411
171	402648
171	413084
172	412948
172	411806
172	403343
172	411249
172	403234
172	408698
172	410277
172	403254
172	404354
173	409518
173	403859
174	408198
175	403364
176	412237
176	401349
176	402074
176	412778
176	412429
177	412951
177	403383
177	410752
177	415945
178	402969
178	404192
179	409277
179	399988
179	400936
179	405869
180	407629
180	416525
180	405618
181	403853
181	411807
182	414510
182	406462
183	403733
184	403733
185	403364
186	403733
187	400018
187	401540
187	406933
187	410843
187	415875
188	410892
189	406839
189	415841
189	412915
190	415998
190	400330
191	403733
192	408068
192	403972
193	415217
193	409700
193	402725
193	413775
193	404426
194	412750
195	410678
195	402349
195	410467
195	405449
196	412659
197	407647
197	410553
198	411505
198	406862
199	411960
199	416423
200	407307
201	404302
202	406086
203	416332
203	415312
203	415874
203	400254
203	402325
203	405695
204	415999
204	414906
204	405923
204	400388
204	401643
205	400389
206	402191
206	408499
207	401402
208	405883
209	407697
209	413750
209	412271
210	405329
211	399678
212	400900
212	400000
213	412279
214	415199
215	402820
215	401326
216	401159
217	414542
217	399949
218	402663
218	405212
219	412192
220	409274
220	412303
221	413550
221	415467
221	411550
222	411157
222	415186
222	407648
223	405621
223	411432
223	410773
223	410453
224	406152
224	403765
225	411309
226	415193
226	404298
226	402032
226	400540
226	400463
227	402653
227	402312
227	415556
228	411486
228	413455
228	405944
229	410719
229	401117
230	410719
230	401117
231	413849
231	411653
231	410603
231	408203
231	404411
231	415708
231	412280
231	411047
232	411234
233	403313
233	410300
234	403641
234	407420
234	407181
234	399593
234	405150
234	415939
235	416457
235	402607
235	402321
236	408924
236	399574
236	402716
236	401649
236	404544
236	413539
237	406209
237	400814
237	410324
238	410719
238	401117
239	410719
239	401117
240	410719
240	401117
241	410719
241	401117
242	410719
242	401117
243	416188
243	406336
243	400195
243	404107
244	400938
244	410620
244	403299
244	401840
245	413282
245	412234
245	413524
245	412161
246	407035
247	412841
248	399977
249	412879
250	410271
250	406360
251	406432
251	405144
251	408852
251	407020
251	410740
252	403325
252	416337
253	406237
253	415685
253	400501
253	410122
254	413543
254	399849
254	401228
254	407894
255	406039
255	402395
255	402322
255	414961
256	408178
256	405290
257	401650
257	414529
257	399559
257	400731
257	411220
257	405369
257	409412
257	402083
257	405137
258	416315
259	401792
259	399521
259	401459
260	400526
261	414177
261	416523
261	406412
261	411165
261	409441
261	407738
261	401003
261	404350
261	403465
261	410357
262	416523
262	415047
262	411497
262	410357
263	406697
263	404054
263	404701
264	399682
264	399805
264	401430
264	415585
264	404264
265	410341
265	405282
266	407394
266	401508
266	409744
267	407394
267	401508
267	412909
268	411676
268	412964
268	415128
269	414726
269	416522
269	415917
269	413410
270	405491
270	402018
270	415138
270	414325
271	407188
272	409772
272	415980
272	406461
272	408071
273	406629
273	411430
274	408057
274	401177
274	404012
274	414553
274	407798
275	415704
275	411166
276	405630
276	414878
276	407580
276	406830
277	400056
277	402963
278	410783
279	412950
279	408057
279	404012
279	407798
280	416522
280	415917
280	416150
280	415888
281	408596
282	399672
282	411127
282	407149
282	410372
282	409144
283	410783
284	409426
284	414569
284	405055
284	400549
285	402479
286	401278
286	403088
287	415442
288	407447
288	400485
289	399992
290	410159
291	415789
292	409376
292	406253
292	404582
293	415272
293	408833
293	414120
294	405385
295	408131
296	413590
296	405589
296	408656
296	409298
296	404226
296	400197
297	405282
297	412047
297	412759
298	406672
299	400941
300	409463
300	406090
301	403568
301	415942
301	414108
301	407526
301	403130
301	413464
301	399673
302	410058
302	413168
303	408977
303	405194
303	406242
304	404912
305	406353
306	415226
306	401026
306	415677
307	410227
308	411334
309	405978
309	406663
310	402775
310	405760
310	413782
310	404110
310	413614
310	399942
311	406639
311	409394
312	414029
312	409289
313	407027
314	409714
314	404651
315	399975
315	409161
315	405267
315	403852
315	403984
316	401213
317	406826
317	403720
318	401357
318	404459
318	413021
319	412669
320	408804
320	411353
320	411030
320	413716
320	405248
321	402489
322	404570
322	412256
322	406833
323	413785
323	405669
324	406964
324	404883
324	405579
325	405433
325	405440
325	408943
326	407334
326	409392
326	416205
327	407795
327	400251
328	403286
329	416243
329	409219
330	411681
330	400762
331	414048
332	406782
332	405580
332	412854
332	400294
332	402092
333	408871
334	416207
334	407927
334	405089
334	415697
335	400504
335	403703
336	403401
337	408166
337	400189
337	410226
337	415662
338	402509
338	409627
339	413328
339	399923
340	407876
340	408325
341	411400
341	406035
341	404507
341	408212
342	404156
343	400406
344	404430
344	407753
345	408334
345	409493
345	402831
346	405926
346	409173
347	404619
347	409763
347	406782
347	406762
347	405580
347	400294
348	414512
348	409173
349	401821
349	402140
349	412664
350	399979
351	399666
352	401470
352	415416
353	414303
353	408083
353	400460
354	399894
355	408889
355	403418
356	410209
357	403132
358	404856
358	416425
358	410309
359	411851
360	413931
360	404534
360	413077
361	404430
361	410328
361	400121
362	413353
362	401824
362	416273
362	400246
362	416179
363	412786
363	409478
364	415438
364	411204
365	409157
365	409231
365	415006
366	415304
366	415709
366	413014
366	412430
367	400448
367	407002
367	415182
367	407306
368	411456
368	403593
368	402410
368	402002
368	416095
369	406447
369	404485
370	401358
370	402672
371	412804
371	400207
371	415003
371	411925
371	399425
371	412042
371	399882
372	415431
373	411700
373	401737
373	414981
373	411832
374	406447
374	404485
375	410719
375	401117
376	410719
376	401117
377	410719
377	401117
378	410719
378	401117
379	410719
379	401117
380	410719
380	401117
381	410719
381	401117
382	416366
383	400712
383	403037
383	410935
383	404560
383	409232
383	405637
383	411324
384	414129
384	414298
385	409491
385	412889
386	409398
386	405391
386	404899
386	402769
387	405623
387	404958
388	416147
389	400552
389	403680
389	411367
389	409595
390	410718
390	406538
390	408403
390	413107
391	409689
391	409193
391	412912
392	415604
393	416176
393	403730
393	405565
394	413822
394	409588
394	413504
394	412720
394	414710
394	402155
395	410335
395	403710
396	415689
396	404364
396	403840
396	414743
397	405788
397	402255
397	406457
397	411687
397	400863
397	409004
397	411931
397	415313
398	402847
398	410605
399	399621
399	414474
399	402618
399	414823
399	409907
399	400078
399	412449
400	400378
400	408907
400	405754
401	406176
402	409290
402	415412
402	412965
402	415196
403	401137
403	414155
404	404578
404	404682
405	405647
405	414142
405	400651
406	406788
406	405731
406	403810
407	410109
407	402263
407	410106
408	412331
408	412760
408	399662
409	403170
409	411418
410	408560
411	414107
411	402568
412	402975
412	407185
412	403789
413	416180
414	402293
414	415771
414	402422
415	408568
415	410568
415	400738
416	408568
416	410568
416	400738
417	408568
417	410568
417	400738
418	408568
418	410568
418	400738
419	410398
420	403214
420	413638
420	404959
420	402072
420	407278
421	411574
422	411645
423	400587
423	413293
423	403557
423	415385
424	408480
425	406684
426	410945
426	411740
427	414217
428	406793
428	400240
429	410856
429	415926
430	400255
430	413672
430	402008
431	410437
432	409136
432	415610
432	412761
432	400876
432	402623
433	410282
433	413696
434	408443
435	404228
435	401759
435	405747
435	404795
436	407435
436	415955
437	411371
437	404068
437	400879
437	411043
437	412631
438	410745
438	415980
439	407327
440	407230
440	406785
441	402796
442	411034
443	406395
443	407279
444	406788
444	405731
444	403810
445	412500
445	401002
445	402856
446	416097
446	405709
446	401294
446	414883
446	411365
446	414925
447	408880
447	411804
448	404994
448	401374
448	416049
448	415229
449	406874
450	416253
450	409294
450	410910
451	401634
451	402497
452	412900
452	405234
453	405340
453	407689
454	405340
455	403428
455	410931
455	409244
455	405921
455	401329
456	414930
457	414057
457	401687
457	409324
457	406308
457	410338
457	408727
458	406515
459	413769
459	408811
459	415630
460	409044
460	406930
460	402198
460	405263
460	407217
460	400237
460	407296
460	401699
460	414871
460	402946
461	415527
462	410748
462	404263
462	409680
462	409131
462	402802
463	413405
464	401715
465	403835
466	400141
466	413640
467	400748
468	404551
468	408799
468	402874
469	402256
469	405428
469	400371
469	413446
